,admin4
70576,62793
70577,62788
70578,62783
70579,62777
70580,62765
70581,62764
70582,62754
70583,62749
70584,62745
70585,62742
70586,62741
70587,62736
70588,62733
70589,62731
70590,62729
70591,62727
70592,62705
70593,62703
70594,62700
70595,62696
70596,62695
70597,62690
70598,62689
70599,62685
70600,62683
70601,62677
70602,62675
70603,62667
70604,62665
70605,62652
70606,62647
70607,62633
70608,62631
70609,62620
70610,62617
70611,62616
70612,62602
70613,62593
70614,62588
70615,62577
70616,62572
70617,62571
70618,62561
70619,62559
70620,62557
70621,62548
70622,62541
70623,62539
70624,62538
70625,62536
70626,62527
70627,62526
70628,62521
70629,62510
70630,62504
70631,62498
70632,62494
70633,62491
70634,62486
70635,62481
70636,62480
70637,62477
70638,62475
70639,62469
70640,62468
70641,62467
70642,62457
70643,62453
70644,62449
70645,62447
70646,62438
70647,62434
70648,62421
70649,62418
70650,62415
70651,62414
70652,62397
70653,62388
70654,62385
70655,62375
70656,62370
70657,62359
70658,62357
70659,62345
70660,62337
70661,62322
70662,62312
70663,62308
70664,62307
70665,62302
70666,62297
70667,62283
70668,62279
70669,62276
70670,62275
70671,62267
70672,62259
70673,62258
70674,62252
70675,62249
70676,62244
70677,62239
70678,62232
70679,62231
70680,62216
70681,62212
70682,62203
70683,62196
70684,62193
70685,62192
70686,62189
70687,62180
70688,62173
70689,62140
70690,62137
70691,62126
70692,62124
70693,62119
70694,62106
70695,62101
70696,62099
70697,62093
70698,62080
70699,62068
70700,62062
70701,62043
70702,62041
70703,62040
70704,62038
70705,62009
70706,62006
70720,80365
70774,62847
