type_rj;code_rj;libelle;insee_commune;nom_commune;x_rj;y_rj;milieu_recepteur;derniere_annee;code_step;nom_step;nature_reseau;capacite;traitement_principal;debit_nominal_tps_sec;debit_nominal_tps_pluie;charge_nominale_dbo5;charge_nominale_dco;charge_nominale_mes;insee_commune_step;nom_commune_step;code_mo;siret_mo;nom_mo;x_step;y_step
RJ;0533097V0051;CARCANS BOURG 2;33097;Carcans;382537;6448760;F;;0533097V005;CARCANS BOURG 2;Separatif;4000;Secondaire bio (Ntk);600;;;;;33097;Carcans;33097000A;2.13E+13;COMMUNE DE CARCANS ;383056;6448880
RJ;0540067V0011;CARCEN PONSON (LOT. COMMUNAL);40067;Carcen-Ponson;394686;6314640;R;;0540067V001;CARCEN PONSON (LOT. COMMUNAL);Separatif;200;Secondaire bio (Ntk);40;;;;;40067;Carcen-Ponson;40192605B;2.54E+13;SYNDICAT MIXTE DEPARTEMENTAL D'EQUIPEMENT DES COMMUNES DES LANDES;394670;6314770
RJ;0546057V0021;CARDAILLAC (BOURG);46057;Cardaillac;620223;6398190;R;;0546057V002;CARDAILLAC (BOURG);Separatif;260;Secondaire bio (Ntk);39;;;;;46057;Cardaillac;46057000A;2.15E+13;COMMUNE DE CARDAILLAC ;620206;6398100
RJ;0533098V0011;CARDAN;33098;Cardan;436385;6404050;R;;0533098V001;CARDAN;Separatif;600;Secondaire bio (Ntk);90;;;;;33098;Cardan;33327003B;2.00E+13;S.I.E.A. DES DEUX RIVES DE LA GARONNE ;436480;6404010
RJ;0564165V0011;CARDESSE;64165;Cardesse;408797;6247120;R;;0564165V001;CARDESSE;Unitaire;150;Secondaire bio (Ntk);23;;;;;64165;Cardesse;64165000A;2.16E+13;COMMUNE DE CARDESSE ;408787;6247110
RJ;0546058V0011;CARENNAC;46058;Carennac;599527;6425590;R;;0546058V001;CARENNAC;Separatif;600;Secondaire bio (Ntk);90;;;;;46058;Carennac;46058000A;2.15E+13;COMMUNE DE CARENNAC ;599501;6425590
RJ;0533099V0031;CARIGNAN DE BORDEAUX;33099;Carignan-de-Bordeaux;424505;6418940;R;;0533099V003;CARIGNAN DE BORDEAUX;Separatif;3000;Secondaire bio (Ntk et Pt phy-chi);600;;;;;33099;Carignan-de-Bordeaux;33234004B;2.00E+13;S.I.E.A. DES PORTES DE L'ENTRE DEUX MERS;424453;6418950
RJ;0509079V0011;CARLA BAYLE;9079;Carla-Bayle;569256;6228590;R;;0509079V001;CARLA BAYLE;Separatif;300;Secondaire bio (Ntk);45;;;;;9079;Carla-Bayle;09272001A;2.51E+13;SYNDICAT MIXTE DEPARTEMENTAL EAU ASSAINISSEMENT DE L'ARIEGE;569311;6228630
RJ;0509079V0021;CARLA BAYLE (ZA );9079;Carla-Bayle;567438;6229310;R;;0509079V002;CARLA BAYLE (ZA );Separatif;400;Secondaire bio (Ntk);60;;;;;9079;Carla-Bayle;09272001A;2.51E+13;SYNDICAT MIXTE DEPARTEMENTAL EAU ASSAINISSEMENT DE L'ARIEGE;567488;6229350
RJ;0515028V0011;CARLAT (BOURG);15028;Carlat;665517;6420910;F;;0515028V001;CARLAT (BOURG);;220;Secondaire bio (Ntk);33;;;;;15028;Carlat;15014001C;2.42E+13;COMMUNAUTE D'AGGLOMERATION DU BASSIN D'AURILLAC;665503;6420920
RJ;0581059V0011;CARLUS;81059;Carlus;627829;6310770;R;;0581059V001;CARLUS;Separatif;200;Secondaire bio (Ntk);30;;;;;81059;Carlus;81257003A;2.48E+13;COMMUNAUTE D'AGGLOMERATION DE L'ALBIGEOIS C2A;627850;6310790
RJ;0524081V0011;CARLUX;24081;Carlux;569760;6421860;R;;0524081V001;CARLUX;Mixte;300;Secondaire bio (Ntk);45;;;;;24081;Carlux;24081000A;2.12E+13;COMMUNE DE CARLUX ;569780;6421920
RJ;0581060V0021;CARMAUX -INTERCOMMUNALE DE VALARENS -;81170;Monesties;630094;6330620;R;;0581060V002;CARMAUX -INTERCOMMUNALE DE VALARENS -;Mixte;20000;Secondaire bio (Ntk et Pt phy-chi);4000;5050;;;;81170;Monesties;81060026B;8.45E+13;REGIE D'ASSAINISSEMENT DU POLE DES EAUX DU CARMAUSIN-SEGALA;630115;6330530
RJ;0546060V0011;CARNAC-ROUFFIAC;46060;Carnac-Rouffiac;559013;6369900;R;;0546060V001;CARNAC-ROUFFIAC;Separatif;70;Secondaire bio (Ntk);10.5;;;;;46060;Carnac-Rouffiac;46231001D;2.00E+13;SYNDICAT AQUARESO ;559031;6369890
RJ;0564166V0011;CARO;64166;Caro;356671;6236730;R;;0564166V001;CARO;Mixte;80;Primaire bio simple (Decanteur Digesteur;20;20;;;;64166;Caro;64102054A;2.00E+13;CA DU PAYS BASQUE ;356671;6236730
RJ;0564168V0011;CARRESSE CASSABER;64168;Carresse-Cassaber;375763;6272310;R;;0564168V001;CARRESSE CASSABER;Separatif;500;Secondaire bio (Ntk);75;;;;;64168;Carresse-Cassaber;64168000A;2.16E+13;COMMUNE DE CARRESSE CASSABER ;375874;6272410
RJ;0524082V0011;CARSAC AILLAC (COMMUNALE);24082;Carsac-Aillac;563392;6416790;F;;0524082V001;CARSAC AILLAC (COMMUNALE);Separatif;800;Primaire bio simple (Decanteur Digesteur;160;;;;;24082;Carsac-Aillac;24082000A;2.12E+13;COMMUNE DE CARSAC AILLAC ;563393;6416790
RJ;0524082V0021;CARSAC-AILLAC (AILLAC);24082;Carsac-Aillac;565676;6416990;R;;0524082V002;CARSAC-AILLAC (AILLAC);Separatif;130;Secondaire bio (Ntk);20;;;;;24082;Carsac-Aillac;24082000A;2.12E+13;COMMUNE DE CARSAC AILLAC ;565612;6417040
RJ;0533101V0021;CARTELEGUE;33101;Cartelegue;418443;6460110;R;;0533101V002;CARTELEGUE;Separatif;900;Secondaire bio (Ntk);135;155;;;;33101;Cartelegue;33101000A;2.13E+13;COMMUNE DE CARTELEGUE ;418525;6460160
RJ;0531109V0021;CASSAGNABERE TOURNAS N°2;31109;Cassagnabere-Tournas;520903;6239190;R;;0531109V002;CASSAGNABERE TOURNAS N°2;Unitaire;400;Secondaire bio (Ntk);60;123;;;;31109;Cassagnabere-Tournas;31585005A;5.29E+13;SOCIETE PUBLIQUE LOCALE EAUX BAROUSSE  COMMINGES SAVE;520903;6239200
RJ;0548036V0011;CASSAGNAS;48036;Cassagnas;758743;6353340;R;;0548036V002;CASSAGNAS;Separatif;150;Secondaire bio (Ntk);23;;;;;48036;Cassagnas;48061017A;2.00E+13;CC GORGES CAUSSES CEVENNES ;757054;6353730
RJ;0548036V0021;CASSAGNAS (Ecole );48036;Cassagnas;758743;6353340;R;;0548036V001;CASSAGNAS (Ecole );Separatif;20;Secondaire bio (Ntk);3;;;;;48036;Cassagnas;48061017A;2.00E+13;CC GORGES CAUSSES CEVENNES ;757502;6353750
RJ;0546061V0011;CASSAGNES (Bourg);46061;Cassagnes;552027;6386280;R;;0546061V001;CASSAGNES (Bourg);;25;Secondaire bio (Ntk);3.7;;;;;46061;Cassagnes;46231001D;2.00E+13;SYNDICAT AQUARESO ;552073;6386240
RJ;0512057V0011;CASSAGNES BEGONHES (BOURG);12057;Cassagnes-Begonhes;661729;6340450;R;;0512057V001;CASSAGNES BEGONHES (BOURG);Separatif;1000;Secondaire bio (Ntk);150;;;;;12057;Cassagnes-Begonhes;12057094A;2.11E+13;COMMUNE DE CASSAGNES BEGONHES ;661816;6340520
RJ;0532075V0011;CASSAIGNE;32075;Cassaigne;485496;6315610;R;;0532075V001;CASSAIGNE;Separatif;190;Secondaire bio (Ntk);29;;;;;32075;Cassaigne;32095001B;2.00E+13;SIAEP DE LA REGION DE CONDOM-CAUSSENS ;485535;6315590
RJ;0515029V0011;CASSANIOUZE (BOURG);15029;Cassaniouze;650775;6399020;R;;0515029V001;CASSANIOUZE (BOURG);Mixte;200;Primaire decantation (Decanteur Primaire;30;;;;;15029;Cassaniouze;15029000A;2.12E+13;COMMUNE DE CASSANIOUZE ;650781;6399020
RJ;0515029V0021;CASSANIOUZE (SAINT-PROJET);15029;Cassaniouze;650897;6394880;R;;0515029V002;CASSANIOUZE (SAINT-PROJET);Separatif;130;Secondaire bio (Ntk);20;;;;;15029;Cassaniouze;15029000A;2.12E+13;COMMUNE DE CASSANIOUZE ;650934;6394960
RJ;0540068V0011;CASSEN;40068;Cassen;387920;6302260;R;;0540068V001;CASSEN;Separatif;900;Secondaire bio (Ntk);135;;;;;40068;Cassen;40192605B;2.54E+13;SYNDICAT MIXTE DEPARTEMENTAL D'EQUIPEMENT DES COMMUNES DES LANDES;387928;6302360
RJ;0547049V0011;CASSENEUIL;47049;Casseneuil;509692;6374240;R;;0547049V001;CASSENEUIL;Mixte;3000;Secondaire bio (Ntk);450;;;;;47049;Casseneuil;47001006A;2.55E+13;SYNDICAT EAU47 ;509735;6374180
RJ;0512058V0011;CASSUEJOULS;12058;Cassuejouls;685473;6402690;R;;0512058V001;CASSUEJOULS;;250;Secondaire bio (Ntk);37;;;;;12058;Cassuejouls;12058000A;2.11E+13;COMMUNE DE CASSUEJOULS ;685570;6402790
RJ;0531111V0011;CASTAGNAC N°1;31111;Castagnac;566459;6237740;R;;0531111V001;CASTAGNAC N°1;Separatif;130;Secondaire bio (Ntk);19.5;;;;;31111;Castagnac;09272001A;2.51E+13;SYNDICAT MIXTE DEPARTEMENTAL EAU ASSAINISSEMENT DE L'ARIEGE;566414;6237790
RJ;0564170V0011;CASTAGNEDE;64170;Castagnede;376860;6269520;R;;0564170V001;CASTAGNEDE;Separatif;210;Secondaire bio (Ntk);31;31;;;;64170;Castagnede;64170000A;2.16E+13;COMMUNE DE CASTAGNEDE ;376864;6269580
RJ;0512059V0031;CASTANET (Bourg);12059;Castanet;643296;6353100;R;;0512059V003;CASTANET (Bourg);Separatif;180;Secondaire bio (Ntk);27;;;;;12059;Castanet;12059000A;2.11E+13;COMMUNE DE CASTANET ;643274;6353200
RJ;0582029V0011;CASTANET (COMMUNALE);82029;Castanet;616415;6352550;R;;0582029V001;CASTANET (COMMUNALE);Mixte;60;Secondaire bio (Ntk);15;;;;;82029;Castanet;82155601C;2.48E+13;COMMUNAUTE DE COMMUNES QUERCY ROUERGUE ET GORGES DE L'AVEYRON;616409;6352530
RJ;0512059V0011;CASTANET (SEVER);12059;Castanet;643853;6352310;F;;0512059V001;CASTANET (SEVER);;50;Secondaire bio (Ntk);7;;;;;12059;Castanet;12059000A;2.11E+13;COMMUNE DE CASTANET ;643843;6352320
RJ;0531113V0011;CASTANET TOLOSAN;31113;Castanet-Tolosan;580230;6270300;R;;0531113V001;CASTANET TOLOSAN;Separatif;26000;Secondaire bio (Ntk et Pt phy-chi);4460;;;;;31113;Castanet-Tolosan;31254002C;2.43E+13;COMMUNAUTE D'AGGLOMERATION DU SICOVAL ;580187;6270320
RJ;0582030V0021;CASTELFERRUS (EST);82030;Castelferrus;547316;6325320;R;;0582030V002;CASTELFERRUS (EST);Separatif;150;Secondaire bio (Ntk);23;;;;;82030;Castelferrus;82033001B;2.00E+13;SYNDICAT MIXTE EAUX CONFLUENCES ;546986;6325300
RJ;0582030V0011;CASTELFERRUS (OUEST);82030;Castelferrus;546669;6325490;R;;0582030V001;CASTELFERRUS (OUEST);Separatif;250;Secondaire bio (Ntk);30;;;;;82030;Castelferrus;82033001B;2.00E+13;SYNDICAT MIXTE EAUX CONFLUENCES ;546663;6325430
RJ;0531116V0031;CASTELGINEST (INTERCOMMUNALE);31116;Castelginest;571867;6291320;R;;0531116V003;CASTELGINEST (INTERCOMMUNALE);Separatif;60000;Secondaire bio (Ntk, Ngl et Pt phy-chi);9394;11365;;;;31116;Castelginest;31555472B;2.43E+13;TOULOUSE METROPOLE ;572020;6291220
RJ;0547052V0031;CASTELJALOUX (CLARENS);47052;Casteljaloux;466884;6359680;R;2020;0547052V003;CASTELJALOUX (CLARENS);Separatif;2000;Secondaire bio (Ntk);300;;;;;47052;Casteljaloux;47001006A;2.55E+13;SYNDICAT EAU47 ;467248;6359520
RJ;0547052V0021;CASTELJALOUX (LAUGAS);47052;Casteljaloux;468317;6363150;R;;0547052V002;CASTELJALOUX (LAUGAS);Mixte;5000;Secondaire bio (Ntk);1260;;;;;47052;Casteljaloux;47001006A;2.55E+13;SYNDICAT EAU47 ;468230;6363140
RJ;0531117V0041;CASTELMAUROU COMMUNALE N°2;31212;Garidech;583826;6289660;R;;0531117V004;CASTELMAUROU COMMUNALE N°2;Separatif;4200;Secondaire bio (Ntk, Ngl et Pt bio);700;855;;;;31117;Castelmaurou;31117000A;2.13E+13;COMMUNE DE CASTELMAUROU ;583562;6289400
RJ;0582031V0021;CASTELMAYRAN (COMMUNAL);82031;Castelmayran;542112;6327180;R;;0582031V002;CASTELMAYRAN (COMMUNAL);Separatif;600;Secondaire bio (Ntk);100;300;;;;82031;Castelmayran;82033001B;2.00E+13;SYNDICAT MIXTE EAUX CONFLUENCES ;542239;6327090
RJ;0547054V0011;CASTELMORON SUR LOT;47054;Castelmoron-sur-Lot;500223;6369370;R;;0547054V001;CASTELMORON SUR LOT;Mixte;1500;Secondaire bio (Ntk);225;;;;;47054;Castelmoron-sur-Lot;47001006A;2.55E+13;SYNDICAT EAU47 ;500182;6369400
RJ;0532076V0011;CASTELNAU BARBARENS;32076;Castelnau-Barbarens;515860;6277710;R;;0532076V001;CASTELNAU BARBARENS;Separatif;250;Secondaire bio (Ntk);38;;;;;32076;Castelnau-Barbarens;32013092A;2.00E+13;CA GRAND AUCH COEUR DE GASCOGNE ;515906;6277650
RJ;0540071V0011;CASTELNAU CHALOSSE;40071;Castelnau-Chalosse;389399;6292940;R;;0540071V001;CASTELNAU CHALOSSE;Separatif;180;Secondaire bio (Ntk);27;;;;;40071;Castelnau-Chalosse;40071000A;2.14E+13;COMMUNE DE CASTELNAU CHALOSSE ;389397;6293090
RJ;0532078V0011;CASTELNAU D'ARBIEU;32078;Castelnau-d'Arbieu;515398;6312300;R;;0532078V001;CASTELNAU D'ARBIEU;Separatif;120;Secondaire bio (Ntk);18;;;;;32078;Castelnau-d'Arbieu;32078000A;2.13E+13;COMMUNE DE CASTELNAU D'ARBIEU ;515395;6312270
RJ;0532079V0011;CASTELNAU D'AUZAN;32079;Castelnau d'Auzan Labarrere;465715;6321260;R;;0532079V001;CASTELNAU D'AUZAN;Separatif;700;Secondaire bio (Ntk);105;;;;;32079;Castelnau d'Auzan Labarrere;32119001A;2.53E+13;SYNDICAT ARMAGNAC TENAREZE ;465720;6321350
RJ;0531118V0021;CASTELNAU D'ESTRETEFONDS;31118;Castelnau-d'Estretefonds;567796;6297750;R;;0531118V002;CASTELNAU D'ESTRETEFONDS;Separatif;9950;Secondaire bio (Ntk, Ngl et Pt bio);1492;;;;;31118;Castelnau-d'Estretefonds;31555272H;2.00E+13;SYNDICAT MIXTE DE L'EAU ET DE L'ASSAINISSEMENT DE LA HAUTE-GARONNE;567829;6297870
RJ;0581062V0021;CASTELNAU DE BRASSAC (COMMUNALE);81062;Fontrieu;659851;6282270;R;;0581062V002;CASTELNAU DE BRASSAC (COMMUNALE);Mixte;200;Secondaire bio (Ntk);30;;;;;81062;Fontrieu;81062004A;2.00E+13;COMMUNE DE FONTRIEU ;659721;6282300
RJ;0581062V0011;CASTELNAU DE BRASSAC (MAITAIRIE HAUTE);81062;Fontrieu;659539;6283690;F;;0581062V001;CASTELNAU DE BRASSAC (MAITAIRIE HAUTE);Separatif;40;Secondaire bio (Ntk);6;;;;;81062;Fontrieu;81062004A;2.00E+13;COMMUNE DE FONTRIEU ;659630;6283760
RJ;0581063V0011;CASTELNAU DE LEVIS;81063;Castelnau-de-Levis;626685;6314790;R;;0581063V001;CASTELNAU DE LEVIS;;1050;Secondaire bio (Ntk);158;;;;;81063;Castelnau-de-Levis;81257003A;2.48E+13;COMMUNAUTE D'AGGLOMERATION DE L'ALBIGEOIS C2A;626737;6315070
RJ;0512061V0021;CASTELNAU DE MANDAILLES (Bourg);12061;Castelnau-de-Mandailles;690848;6381530;F;;0512061V002;CASTELNAU DE MANDAILLES (Bourg);Separatif;100;Primaire bio simple (Decanteur Digesteur;15;;;;;12061;Castelnau-de-Mandailles;12061000A;2.11E+13;COMMUNE DE CASTELNAU DE MANDAILLES ;690853;6381560
RJ;0512061V0011;CASTELNAU DE MANDAILLES (MANDAILLES);12061;Castelnau-de-Mandailles;690981;6378460;R;;0512061V001;CASTELNAU DE MANDAILLES (MANDAILLES);;60;Secondaire bio (Ntk);9;;;;;12061;Castelnau-de-Mandailles;12061000A;2.11E+13;COMMUNE DE CASTELNAU DE MANDAILLES ;690908;6378640
RJ;0533104V0021;CASTELNAU DE MEDOC (CANTERANNE);33022;Avensan;402065;6444070;R;;0533104V002;CASTELNAU DE MEDOC (CANTERANNE);Unitaire;8000;Secondaire bio (Ntk et Pt phy-chi);1200;;;;;33104;Castelnau-de-Medoc;33104001A;2.53E+13;S.I.A.E.P. ET ASSAINISSEMENT DE CASTELNAU DE MEDOC;402075;6444110
RJ;0581064V0021;CASTELNAU DE MONTMIRAL;81064;Castelnau-de-Montmiral;606013;6319320;R;;0581064V002;CASTELNAU DE MONTMIRAL;Mixte;270;Secondaire bio (Ntk);41;;;;;81064;Castelnau-de-Montmiral;81294004A;2.00E+13;CA GAILLAC-GRAULHET REGIE COMMUNAUT. GESTION ASSAINISSEMENT;605972;6319320
RJ;0509082V0011;CASTELNAU DURBAN;9082;Castelnau-Durban;565188;6212720;R;;0509082V001;CASTELNAU DURBAN;Separatif;500;Secondaire bio (Ntk);75;;;;;9082;Castelnau-Durban;09272001A;2.51E+13;SYNDICAT MIXTE DEPARTEMENTAL EAU ASSAINISSEMENT DE L'ARIEGE;565150;6212760
RJ;0565129V0011;CASTELNAU MAGNOAC (COMMUNALE);65129;Castelnau-Magnoac;498636;6247290;R;;0565129V001;CASTELNAU MAGNOAC (COMMUNALE);Separatif;1100;Secondaire bio (Ntk);182;;;;;65129;Castelnau-Magnoac;65129000A;2.17E+13;COMMUNE DE CASTELNAU MAGNOAC ;498537;6247290
RJ;0546063V0051;CASTELNAU MONTRATIER (HAMEAU DE BOISSE 2);46063;Castelnau Montratier-Sainte Alauzie;568636;6358400;F;;0546063V005;CASTELNAU MONTRATIER (HAMEAU DE BOISSE 2);Mixte;50;Secondaire bio (Ntk);8;;;;;46063;Castelnau Montratier-Sainte Alauzie;46063001B;2.00E+13;SYNDICAT EAU POTABLE - ASSAINISSEMENT DU QUERCY BLANC;567790;6353630
RJ;0546063V0041;CASTELNAU MONTRATIER n°2 (Bourg);46063;Castelnau Montratier-Sainte Alauzie;568734;6352830;R;;0546063V004;CASTELNAU MONTRATIER n°2 (Bourg);Mixte;1200;Secondaire bio (Ntk);180;;;;;46063;Castelnau Montratier-Sainte Alauzie;46063001B;2.00E+13;SYNDICAT EAU POTABLE - ASSAINISSEMENT DU QUERCY BLANC;568784;6352860
RJ;0512062V0031;CASTELNAU PEGAYROLS (CASTELMUS);12062;Castelnau-Pegayrols;695834;6336070;F;;0512062V003;CASTELNAU PEGAYROLS (CASTELMUS);Separatif;95;Secondaire bio (Ntk);14;;;;;12062;Castelnau-Pegayrols;12062000A;2.11E+13;COMMUNE DE CASTELNAU PEGAYROLS ;695834;6336070
RJ;0565130V0021;CASTELNAU RIVIERE BASSE (COMMUNALE);65130;Castelnau-Riviere-Basse;456296;6279940;R;;0565130V002;CASTELNAU RIVIERE BASSE (COMMUNALE);Separatif;830;Secondaire bio (Ntk);137;137;;;;65130;Castelnau-Riviere-Basse;65130000A;2.17E+13;COMMUNE DE CASTELNAU RIVIERE BASSE ;456251;6279890
RJ;0532080V0011;CASTELNAU SUR AUVIGNON;32080;Castelnau-sur-l'Auvignon;495727;6322020;R;;0532080V001;CASTELNAU SUR AUVIGNON;Separatif;90;Secondaire bio (Ntk);13.5;;;;;32080;Castelnau-sur-l'Auvignon;32095001B;2.00E+13;SIAEP DE LA REGION DE CONDOM-CAUSSENS ;495790;6322080
RJ;0547056V0021;CASTELNAU SUR GUPIE 2;47056;Castelnau-sur-Gupie;472559;6388300;R;;0547056V002;CASTELNAU SUR GUPIE 2;;500;Secondaire bio (Ntk);75;;;;;47056;Castelnau-sur-Gupie;47001006A;2.55E+13;SYNDICAT EAU47 ;472591;6388370
RJ;0512062V0011;CASTELNAU-PEGAYROLS (Bourg);12062;Castelnau-Pegayrols;694669;6336280;F;;0512062V001;CASTELNAU-PEGAYROLS (Bourg);Separatif;260;Secondaire bio (Ntk);39;39;;;;12062;Castelnau-Pegayrols;12062000A;2.11E+13;COMMUNE DE CASTELNAU PEGAYROLS ;694646;6336280
RJ;0512062V0021;CASTELNAU-PEGAYROLS (ESTALANE);12062;Castelnau-Pegayrols;693812;6339480;F;;0512062V002;CASTELNAU-PEGAYROLS (ESTALANE);Separatif;80;Secondaire bio (Ntk);12;;;;;12062;Castelnau-Pegayrols;12062000A;2.11E+13;COMMUNE DE CASTELNAU PEGAYROLS ;693812;6339480
RJ;0547055V0021;CASTELNAUD DE GRATECAMBE 2;47055;Castelnaud-de-Gratecambe;515040;6379970;R;;0547055V002;CASTELNAUD DE GRATECAMBE 2;Separatif;200;Secondaire bio (Ntk);30;;;;;47055;Castelnaud-de-Gratecambe;47001006A;2.55E+13;SYNDICAT EAU47 ;514956;6380040
RJ;0524086V0031;CASTELNAUD LA CHAPELLE (BOURG);24086;Castelnaud-la-Chapelle;554153;6413520;F;;0524086V003;CASTELNAUD LA CHAPELLE (BOURG);Separatif;600;Secondaire bio (Ntk);90;;;;;24086;Castelnaud-la-Chapelle;24086000A;2.12E+13;COMMUNE DE CASTELNAUD LA CHAPELLE ;554155;6413530
RJ;0524086V0011;CASTELNAUD LA CHAPELLE (les milandes);24086;Castelnaud-la-Chapelle;551083;6415960;F;;0524086V001;CASTELNAUD LA CHAPELLE (les milandes);Separatif;150;Secondaire bio (Ntk);22;;;;;24086;Castelnaud-la-Chapelle;24086000A;2.12E+13;COMMUNE DE CASTELNAUD LA CHAPELLE ;551094;6415950
RJ;0582032V0021;CASTELSAGRAT;82032;Castelsagrat;535884;6344330;R;;0582032V002;CASTELSAGRAT;Separatif;500;Secondaire bio (Ntk);75;;;;;82032;Castelsagrat;82186002A;2.48E+13;COMMUNAUTE DE COMMUNES DES DEUX RIVES ;535951;6344610
RJ;0582033V0021;CASTELSARRASIN (COMMUNALE);82031;Castelmayran;546128;6328410;R;;0582033V002;CASTELSARRASIN (COMMUNALE);Separatif;33000;Secondaire bio (Ntk);2650;;;;;82033;Castelsarrasin;82033001B;2.00E+13;SYNDICAT MIXTE EAUX CONFLUENCES ;546842;6328920
RJ;0565131V0011;CASTELVIEILH;65131;Castelvieilh;472746;6246440;R;;0565131V001;CASTELVIEILH;;17;Secondaire bio (Ntk);3;;;;;65131;Castelvieilh;65131000A;2.17E+13;COMMUNE DE CASTELVIEILH ;472746;6246440
RJ;0532082V0011;CASTERA LECTOUROIS;32082;Castera-Lectourois;507998;6322830;R;;0532082V001;CASTERA LECTOUROIS;Separatif;80;Secondaire bio (Ntk);16;;;;;32082;Castera-Lectourois;32082000A;2.13E+13;COMMUNE DE CASTERA LECTOUROIS ;508043;6322830
RJ;0532083V0011;CASTERA VERDUZAN;32083;Castera-Verduzan;493286;6304900;R;;0532083V001;CASTERA VERDUZAN;Separatif;800;Secondaire bio (Ntk);128;;;;;32083;Castera-Verduzan;32013092A;2.00E+13;CA GRAND AUCH COEUR DE GASCOGNE ;493395;6305000
RJ;0509083V0011;CASTERAS;9083;Casteras;569628;6226560;R;;0509083V001;CASTERAS;Mixte;60;Secondaire bio (Ntk);9;;;;;9083;Casteras;09272001A;2.51E+13;SYNDICAT MIXTE DEPARTEMENTAL EAU ASSAINISSEMENT DE L'ARIEGE;569782;6226740
RJ;0509083V0021;CASTERAS (LAGUNE N°2);9083;Casteras;569465;6227070;R;;0509083V002;CASTERAS (LAGUNE N°2);Mixte;60;Secondaire bio (Ntk);9;;;;;9083;Casteras;09272001A;2.51E+13;SYNDICAT MIXTE DEPARTEMENTAL EAU ASSAINISSEMENT DE L'ARIEGE;569487;6227060
RJ;0532085V0011;CASTET ARROUY;32085;Castet-Arrouy;516971;6322490;R;;0532085V001;CASTET ARROUY;Separatif;100;Secondaire bio (Ntk);15;;;;;32085;Castet-Arrouy;32085000A;2.13E+13;COMMUNE DE CASTET ARROUY ;516956;6322490
RJ;0564178V0011;CASTETNAU CAMBLONG (INTERCOMMUNALE);64381;Meritein;394152;6255240;R;;0564178V001;CASTETNAU CAMBLONG (INTERCOMMUNALE);Separatif;4000;Secondaire bio (Ntk);700;;;;;64178;Castetnau-Camblong;64416002D;2.56E+13;S.I.V.U ASSAINISSEMENT NAVARRENX ;394191;6255180
RJ;0540075V0021;CASTETS;40075;Castets;368673;6320710;F;2021;0540075V002;CASTETS;Mixte;2750;Secondaire bio (Ntk);465;;;;;40075;Castets;40192605B;2.54E+13;SYNDICAT MIXTE DEPARTEMENTAL D'EQUIPEMENT DES COMMUNES DES LANDES;368647;6320630
RJ;0533106V0011;CASTETS EN DORTHE (COMMUNALE.);33106;Castets et Castillon;448735;6390160;R;;0533106V001;CASTETS EN DORTHE (COMMUNALE.);Mixte;1100;Secondaire bio (Ntk);165;;;;;33106;Castets et Castillon;33106001B;2.53E+13;S.I.A.E.P. DE LA REGION DE  CASTETS EN DORTHE;448786;6389620
RJ;0509084V0011;CASTEX (BOURG );9084;Castex;562612;6230900;R;;0509084V001;CASTEX (BOURG );;35;Primaire bio simple (Decanteur Digesteur;5;;;;;9084;Castex;09272001A;2.51E+13;SYNDICAT MIXTE DEPARTEMENTAL EAU ASSAINISSEMENT DE L'ARIEGE;562621;6230870
RJ;0531123V0011;CASTILLON DE LARBOUST;31123;Castillon-de-Larboust;498366;6192540;R;;0531123V001;CASTILLON DE LARBOUST;;450;Secondaire bio (Ntk);67;;;;;31123;Castillon-de-Larboust;31123000A;2.13E+13;COMMUNE DE CASTILLON DE LARBOUST ;498360;6192560
RJ;0532088V0011;CASTILLON DEBATS;32088;Castillon-Debats;476219;6295950;F;;0532088V001;CASTILLON DEBATS;;100;Secondaire bio (Ntk);15;;;;;32088;Castillon-Debats;32088000A;2.13E+13;COMMUNE DE CASTILLON DEBATS ;475920;6296140
RJ;0509026V0011;CASTILLON EN COUSERANS (INTERCOMMUNALE);9026;Audressein;538661;6205800;R;;0509026V001;CASTILLON EN COUSERANS (INTERCOMMUNALE);Unitaire;1600;Secondaire bio (Ntk);240;;;;;9026;Audressein;09272001A;2.51E+13;SYNDICAT MIXTE DEPARTEMENTAL EAU ASSAINISSEMENT DE L'ARIEGE;538733;6205770
RJ;0532089V0012;CASTILLON MASSAS;32089;Castillon-Massas;502352;6294150;R;;0532089V001;CASTILLON MASSAS;Separatif;80;Secondaire bio (Ntk);12;;;;;32089;Castillon-Massas;32013092A;2.00E+13;CA GRAND AUCH COEUR DE GASCOGNE ;502270;6294120
RJ;0532090V0011;CASTILLON SAVES;32090;Castillon-Saves;536560;6276850;R;;0532090V001;CASTILLON SAVES;Separatif;60;Secondaire bio (Ntk);9;;;;;32090;Castillon-Saves;31585001B;2.00E+13;SYNDICAT DES EAUX DE LA BAROUSSE DU COMMINGES ET DE LA SAVE;536861;6276830
RJ;0547057V0021;CASTILLONNES 2;47057;Castillonnes;508570;6398470;R;;0547057V002;CASTILLONNES;Separatif;1700;Secondaire bio (Ntk, Ngl et Pt phy-chi);300;300;;;;47057;Castillonnes;47001006A;2.55E+13;SYNDICAT EAU47 ;508531;6398470
RJ;0532091V0011;CASTIN;32091;Castin;502783;6290550;R;;0532091V001;CASTIN;Separatif;300;Secondaire bio (Ntk);45;;;;;32091;Castin;32013092A;2.00E+13;CA GRAND AUCH COEUR DE GASCOGNE ;502685;6290610
